Date,Ticker,Open,High,Low,Close,Volume
2023-02-24,AJG,184.22,185.51,182.88,184.73,741024.0
2023-02-27,AJG,185.64,186.86,183.98,184.9,729474.0
2023-02-28,AJG,185.06,188.37,184.925,187.35,1596040.0
2023-03-01,AJG,186.49,189.34,186.49,187.78,1571057.0
2023-03-02,AJG,186.61,187.33,184.54,187.02,552358.0
2023-03-03,AJG,187.47,189.32,186.53,189.03,898860.0
2023-03-06,AJG,190.0,191.54,189.36,190.88,1285413.0
2023-03-07,AJG,191.31,192.2,187.46,189.03,818999.0
2023-03-08,AJG,189.03,191.34,187.795,188.98,865183.0
2023-03-09,AJG,189.05,189.525,184.62,185.45,1025936.0
2023-03-10,AJG,184.51,186.19,182.46,182.76,1298917.0
2023-03-13,AJG,179.46,183.54,177.69,179.97,1460312.0
2023-03-14,AJG,182.6,183.54,180.25,183.35,1248189.0
2023-03-15,AJG,177.08,179.525,174.445,177.09,2001676.0
2023-03-16,AJG,176.42,184.395,175.75,183.6,1499313.0
2023-03-17,AJG,182.66,182.69,179.35,180.0,3120395.0
2023-03-20,AJG,180.26,182.83,179.715,182.46,823072.0
2023-03-21,AJG,184.84,185.39,183.76,183.88,996076.0
2023-03-22,AJG,184.15,185.06,180.52,180.54,688838.0
2023-03-23,AJG,180.26,184.885,179.97,184.44,1360789.0
2023-03-24,AJG,183.44,185.72,181.87,185.66,1010656.0
2023-03-27,AJG,186.0,187.59,185.91,186.13,915870.0
2023-03-28,AJG,185.6,186.66,185.43,186.52,628514.0
2023-03-29,AJG,187.57,189.09,186.92,189.0,653558.0
2023-03-30,AJG,189.55,189.84,186.88,189.67,921632.0
2023-03-31,AJG,190.42,191.37,189.46,191.31,935645.0
2023-04-03,AJG,190.85,193.86,190.0,193.26,1001376.0
2023-04-04,AJG,194.1,195.01,191.91,193.92,787157.0
2023-04-05,AJG,193.58,196.15,192.97,195.28,882743.0
2023-04-06,AJG,195.4,197.41,195.33,197.37,895014.0
2023-04-10,AJG,196.18,197.265,194.77,195.61,800929.0
2023-04-11,AJG,195.52,197.54,194.98,196.79,547751.0
2023-04-12,AJG,197.01,199.1,196.855,198.27,569604.0
2023-04-13,AJG,197.76,199.83,196.7,199.7,961984.0
2023-04-14,AJG,199.33,200.91,198.74,200.45,1088683.0
2023-04-17,AJG,200.72,203.25,199.925,203.21,982104.0
2023-04-18,AJG,204.17,206.91,203.38,206.62,1243029.0
2023-04-19,AJG,207.01,207.51,203.71,204.15,705796.0
2023-04-20,AJG,204.39,208.03,202.47,207.88,1173788.0
2023-04-21,AJG,208.0,208.2,206.17,207.77,737601.0
2023-04-24,AJG,208.22,208.6,206.925,207.42,734043.0
2023-04-25,AJG,207.25,208.36,206.9015,207.19,984427.0
2023-04-26,AJG,205.51,207.46,204.1,205.44,960945.0
2023-04-27,AJG,205.08,209.13,204.94,209.05,1187847.0
2023-04-28,AJG,208.05,208.2,202.19,208.06,1675588.0
2023-05-01,AJG,207.82,212.16,206.5,210.52,917427.0
2023-05-02,AJG,210.25,210.54,208.0,210.1,891907.0
2023-05-03,AJG,211.51,212.6041,209.09,209.13,794774.0
2023-05-04,AJG,209.19,211.85,208.59,210.83,948985.0
2023-05-05,AJG,211.0,214.22,210.665,213.82,852349.0
2023-05-08,AJG,213.68,215.705,212.87,215.32,432475.0
2023-05-09,AJG,215.74,216.86,214.925,216.08,816446.0
2023-05-10,AJG,215.82,218.1,215.49,217.32,1170417.0
2023-05-11,AJG,216.86,217.44,215.7,216.81,497443.0
2023-05-12,AJG,217.74,219.205,216.3,218.62,819905.0
2023-05-15,AJG,219.02,219.23,216.98,217.83,955134.0
2023-05-16,AJG,217.19,217.87,216.22,217.01,738024.0
2023-05-17,AJG,218.29,218.47,214.35,215.03,908616.0
2023-05-18,AJG,214.49,215.1,212.46,214.5,1036753.0
2023-05-19,AJG,215.54,216.43,214.31,216.07,919545.0
2023-05-22,AJG,215.45,216.1783,212.805,214.59,845829.0
2023-05-23,AJG,213.21,213.5112,206.11,206.61,1093310.0
2023-05-24,AJG,205.79,206.57,204.68,205.08,627240.0
2023-05-25,AJG,205.64,205.775,203.5408,204.32,585585.0
2023-05-26,AJG,204.51,205.39,203.33,203.81,655916.0
2023-05-30,AJG,204.22,205.17,203.34,203.52,565590.0
2023-05-31,AJG,201.81,202.45,199.0,200.33,2669755.0
2023-06-01,AJG,200.39,202.2,198.52,202.13,900711.0
2023-06-02,AJG,202.49,206.1,202.3528,205.68,664631.0
2023-06-05,AJG,205.85,207.23,205.03,206.27,559065.0
2023-06-06,AJG,207.01,207.64,204.465,205.34,424921.0
2023-06-07,AJG,205.27,205.27,202.69,204.15,657156.0
2023-06-08,AJG,203.83,205.2,203.35,204.84,344064.0
2023-06-09,AJG,204.1,207.57,203.65,206.87,548889.0
2023-06-12,AJG,206.76,208.83,205.41,208.24,747396.0
2023-06-13,AJG,208.15,210.39,207.72,208.76,1214490.0
2023-06-14,AJG,208.31,211.2,207.26,209.79,980921.0
2023-06-15,AJG,210.11,215.2,210.11,213.63,891335.0
2023-06-16,AJG,216.0,217.87,213.71,213.78,1554833.0
2023-06-20,AJG,213.15,215.53,211.39,211.64,1263268.0
2023-06-21,AJG,211.22,213.0,209.49,212.97,1519620.0
2023-06-22,AJG,214.35,214.45,211.86,212.82,890827.0
2023-06-23,AJG,212.67,213.71,211.55,212.46,1690187.0
2023-06-26,AJG,212.31,212.575,210.1,210.63,750205.0
2023-06-27,AJG,211.02,213.91,210.86,212.15,783872.0
2023-06-28,AJG,211.79,211.79,209.3937,210.89,813797.0
2023-06-29,AJG,210.94,214.78,210.86,214.67,928831.0
2023-06-30,AJG,215.84,220.63,214.98,219.57,1222923.0
2023-07-03,AJG,219.0,219.0,214.32,216.18,667224.0
2023-07-05,AJG,215.25,216.93,214.5,215.95,896050.0
2023-07-06,AJG,215.4,217.01,214.82,216.32,609779.0
2023-07-07,AJG,215.3,215.74,213.3,214.05,578777.0
2023-07-10,AJG,214.84,217.73,214.45,215.59,425768.0
2023-07-11,AJG,215.86,216.78,214.79,216.35,475241.0
2023-07-12,AJG,217.46,217.74,214.75,214.89,560113.0
2023-07-13,AJG,214.34,215.49,213.715,213.83,1017669.0
2023-07-14,AJG,213.93,214.87,212.53,213.88,696389.0
2023-07-17,AJG,213.93,218.1,213.93,217.2,708841.0
2023-07-18,AJG,216.52,217.0,214.66,215.07,672275.0
2023-07-19,AJG,213.45,215.94,212.39,212.72,732198.0
2023-07-20,AJG,213.2,218.27,213.035,218.23,937557.0
2023-07-21,AJG,219.47,220.74,218.57,218.61,782104.0
2023-07-24,AJG,219.18,220.5,217.45,219.64,635002.0
2023-07-25,AJG,219.97,220.81,218.74,220.32,681013.0
2023-07-26,AJG,220.06,220.46,218.76,219.75,766621.0
2023-07-27,AJG,220.16,220.68,216.4,217.15,805653.0
2023-07-28,AJG,221.8,221.92,215.07,216.22,1041826.0
2023-07-31,AJG,215.87,216.25,214.135,214.8,749207.0
2023-08-01,AJG,214.99,219.57,214.63,219.24,879190.0
2023-08-02,AJG,218.37,222.21,217.91,221.55,695450.0
2023-08-03,AJG,220.89,222.68,220.445,222.2,855611.0
2023-08-04,AJG,222.14,226.3,220.5475,220.81,1005550.0
2023-08-07,AJG,222.29,224.85,221.55,224.06,525292.0
2023-08-08,AJG,223.79,224.4399,220.43,220.53,438450.0
2023-08-09,AJG,220.33,224.41,220.0,223.69,549159.0
2023-08-10,AJG,224.0,226.58,221.96,222.65,733789.0
2023-08-11,AJG,222.6,224.43,222.04,224.37,335237.0
2023-08-14,AJG,224.95,225.995,223.9,225.58,461655.0
2023-08-15,AJG,224.73,225.975,223.69,223.86,561484.0
2023-08-16,AJG,224.52,227.34,224.52,225.05,520591.0
2023-08-17,AJG,225.89,226.075,220.47,220.48,622845.0
2023-08-18,AJG,219.73,222.205,215.37,220.55,616803.0
2023-08-21,AJG,221.52,222.64,219.72,221.44,601387.0
2023-08-22,AJG,221.67,222.405,219.84,222.12,715668.0
2023-08-23,AJG,223.69,225.73,222.235,225.33,549733.0
2023-08-24,AJG,225.64,226.62,224.83,224.86,687578.0
2023-08-25,AJG,225.99,229.39,225.55,227.6,698821.0
2023-08-28,AJG,227.32,229.14,227.075,228.88,412159.0
2023-08-29,AJG,228.92,230.89,227.01,230.79,541411.0
2023-08-30,AJG,231.0,232.41,230.46,230.83,810629.0
2023-08-31,AJG,230.61,231.71,229.6,230.48,814879.0
2023-09-01,AJG,231.22,232.0,230.47,231.07,575986.0
2023-09-05,AJG,230.93,230.93,226.65,226.8,649579.0
2023-09-06,AJG,226.57,228.42,224.47,227.74,519122.0
2023-09-07,AJG,228.22,230.86,228.22,230.64,751339.0
2023-09-08,AJG,230.9,231.17,227.685,228.19,825570.0
2023-09-11,AJG,228.64,229.625,228.045,228.55,510649.0
2023-09-12,AJG,228.59,230.95,228.2701,230.29,532116.0
2023-09-13,AJG,230.41,231.88,228.4,229.0,665784.0
2023-09-14,AJG,230.46,231.79,228.18,231.45,854016.0
2023-09-15,AJG,231.42,232.69,229.8025,230.14,1692306.0
2023-09-18,AJG,230.2,233.49,230.2,233.11,810347.0
2023-09-19,AJG,233.0,235.99,232.69,235.78,1160197.0
2023-09-20,AJG,235.77,237.635,234.98,235.19,1013330.0
2023-09-21,AJG,235.17,235.54,232.51,232.94,1041924.0
2023-09-22,AJG,232.77,235.07,231.65,233.08,659245.0
2023-09-25,AJG,232.25,233.73,232.13,233.25,429503.0
2023-09-26,AJG,232.18,233.44,230.31,230.93,870009.0
2023-09-27,AJG,231.48,231.865,228.76,230.33,768029.0
2023-09-28,AJG,231.03,233.2,230.3301,230.77,479741.0
2023-09-29,AJG,231.27,231.76,226.8395,227.93,1121267.0
2023-10-02,AJG,227.0,227.22,223.75,224.91,961162.0
2023-10-03,AJG,225.05,226.285,223.35,225.22,753407.0
2023-10-04,AJG,225.97,229.65,225.7382,229.26,656874.0
2023-10-05,AJG,229.3,231.0,228.225,229.56,780717.0
2023-10-06,AJG,229.0,233.125,228.5001,232.01,520934.0
2023-10-09,AJG,230.79,233.21,230.56,233.11,637203.0
2023-10-10,AJG,233.4,234.0,231.75,233.49,658363.0
2023-10-11,AJG,234.11,235.16,232.705,234.9,461598.0
2023-10-12,AJG,235.39,236.19,232.8875,233.44,533899.0
2023-10-13,AJG,234.84,236.0,233.07,233.88,505869.0
2023-10-16,AJG,234.87,237.3382,233.66,236.59,615145.0
2023-10-17,AJG,236.39,237.95,234.73,236.03,885031.0
2023-10-18,AJG,236.45,237.7,234.205,234.34,533890.0
2023-10-19,AJG,235.09,235.775,230.62,231.03,577276.0
2023-10-20,AJG,231.01,232.61,227.28,227.57,737818.0
2023-10-23,AJG,227.71,228.8,226.3775,227.7,787556.0
2023-10-24,AJG,229.05,232.1,229.05,231.21,965821.0
2023-10-25,AJG,232.5,234.76,230.53,231.1,1222197.0
2023-10-26,AJG,231.28,233.795,229.76,229.89,1220473.0
2023-10-27,AJG,234.0,234.0,226.785,228.24,900524.0
2023-10-30,AJG,229.44,234.73,228.81,233.73,767009.0
2023-10-31,AJG,234.4,236.75,233.33,235.49,908925.0
2023-11-01,AJG,235.81,238.0,233.98,237.31,1332561.0
2023-11-02,AJG,237.01,242.42,236.89,242.2,1034725.0
2023-11-03,AJG,243.13,243.9,240.41,242.33,666319.0
2023-11-06,AJG,242.92,245.075,242.41,242.97,973075.0
2023-11-07,AJG,243.23,244.05,241.88,244.0,986342.0
2023-11-08,AJG,243.73,246.9075,241.46,245.57,826444.0
2023-11-09,AJG,246.43,248.54,245.815,246.77,613723.0
2023-11-10,AJG,247.0,248.46,245.59,248.27,754165.0
2023-11-13,AJG,247.79,249.355,247.55,247.75,540183.0
2023-11-14,AJG,247.48,248.355,243.97,244.14,1032783.0
2023-11-15,AJG,243.37,245.155,240.0,240.71,1487054.0
2023-11-16,AJG,241.5,245.74,241.5,245.51,767343.0
2023-11-17,AJG,246.61,247.33,244.3037,245.45,820831.0
2023-11-20,AJG,245.32,247.56,244.95,246.56,625769.0
2023-11-21,AJG,247.07,249.81,247.07,248.9,729540.0
2023-11-22,AJG,248.84,251.59,248.475,250.99,871357.0
2023-11-24,AJG,251.78,252.93,251.09,252.92,352758.0
2023-11-27,AJG,252.59,254.001,252.115,252.3,924618.0
2023-11-28,AJG,251.4,252.3174,246.73,246.74,586592.0
2023-11-29,AJG,246.6,246.97,243.825,245.02,732948.0
2023-11-30,AJG,244.72,249.27,244.09,249.0,1192841.0
2023-12-01,AJG,248.4,249.48,247.31,248.0,866053.0
2023-12-04,AJG,248.1,249.05,247.2251,247.55,696591.0
2023-12-05,AJG,247.0,247.0,244.5,244.79,729560.0
2023-12-06,AJG,245.35,246.22,238.72,242.5,952568.0
2023-12-07,AJG,243.15,243.15,239.38,241.05,743997.0
2023-12-08,AJG,241.91,242.1,239.66,240.96,863059.0
2023-12-11,AJG,242.37,245.38,242.37,245.0,961884.0
2023-12-12,AJG,245.0,247.765,244.17,247.59,683448.0
2023-12-13,AJG,248.5,248.95,244.63,245.21,871247.0
2023-12-14,AJG,243.42,246.095,223.12,227.04,3462797.0
2023-12-15,AJG,220.55,225.0,220.36,222.81,2558236.0
2023-12-18,AJG,224.6,228.895,223.8,227.56,1574637.0
2023-12-19,AJG,227.19,228.54,223.871,224.59,1363445.0
2023-12-20,AJG,223.25,223.98,220.1,220.11,1415865.0
2023-12-21,AJG,219.99,222.96,218.625,222.86,826357.0
2023-12-22,AJG,223.2,223.295,221.42,222.88,674013.0
2023-12-26,AJG,222.09,222.81,221.17,222.36,775972.0
2023-12-27,AJG,221.84,223.35,221.15,223.01,590934.0
2023-12-28,AJG,223.81,224.445,223.15,223.46,691289.0
2023-12-29,AJG,223.65,225.222,222.88,224.88,626498.0
2024-01-02,AJG,224.86,226.44,224.3338,225.0,896031.0
2024-01-03,AJG,225.6,227.64,224.8,225.02,1022383.0
2024-01-04,AJG,226.55,228.805,225.61,225.9,884528.0
2024-01-05,AJG,226.42,227.52,223.43,225.28,732611.0
2024-01-08,AJG,226.65,229.03,224.75,228.84,940634.0
2024-01-09,AJG,226.96,227.455,224.21,226.14,946485.0
2024-01-10,AJG,225.55,230.25,225.55,230.15,899711.0
2024-01-11,AJG,230.72,232.26,229.615,232.0,919356.0
2024-01-12,AJG,232.61,234.85,232.0,234.8,846198.0
2024-01-16,AJG,235.08,236.9,232.715,233.47,862716.0
2024-01-17,AJG,233.97,237.64,233.19,233.99,730325.0
2024-01-18,AJG,232.33,237.73,231.5,236.95,890465.0
2024-01-19,AJG,238.12,239.933,237.24,238.79,833612.0
2024-01-22,AJG,238.41,239.845,237.38,237.52,668709.0
2024-01-23,AJG,238.3,241.27,238.3,239.68,689555.0
2024-01-24,AJG,241.15,241.168,238.78,239.07,665145.0
2024-01-25,AJG,240.02,240.8,235.82,237.75,1043250.0
2024-01-26,AJG,235.99,235.99,227.08,233.03,1489418.0
2024-01-29,AJG,232.17,233.47,228.63,228.78,1440041.0
2024-01-30,AJG,229.42,231.19,228.26,230.57,1081397.0
2024-01-31,AJG,231.43,233.825,231.14,232.16,1550040.0
2024-02-01,AJG,230.04,232.28,227.43,232.12,1003368.0
2024-02-02,AJG,234.02,234.32,230.92,232.74,1030005.0
2024-02-05,AJG,232.51,236.64,231.16,236.26,1535621.0
2024-02-06,AJG,237.15,237.87,233.815,234.05,1000058.0
2024-02-07,AJG,234.71,236.94,232.6669,236.2,1074283.0
2024-02-08,AJG,235.96,238.14,235.39,237.03,726981.0
2024-02-09,AJG,236.09,239.1796,236.09,238.84,575836.0
2024-02-12,AJG,239.0,239.31,235.09,235.62,682769.0
2024-02-13,AJG,237.33,237.97,234.3,236.32,1203945.0
2024-02-14,AJG,236.46,238.93,236.46,238.68,737227.0
2024-02-15,AJG,238.8,242.03,238.065,240.55,850773.0
2024-02-16,AJG,241.04,241.72,238.925,239.22,698127.0
2024-02-20,AJG,238.5,242.6,237.275,241.74,1109401.0
2024-02-21,AJG,242.42,243.03,238.405,240.1,775089.0
2024-02-22,AJG,241.93,245.28,240.64,244.67,631456.0
2024-02-23,AJG,245.0,245.555,244.06,245.0,481642.0
2024-02-26,AJG,245.09,246.29,243.8,244.04,593192.0
2024-02-27,AJG,243.14,243.7,241.96,243.55,668983.0
2024-02-28,AJG,244.1,245.975,243.41,245.47,668792.0
2024-02-29,AJG,245.09,245.09,241.61,243.93,1183105.0
2024-03-01,AJG,243.71,244.025,242.165,243.54,458756.0
2024-03-04,AJG,242.55,243.24,241.85,242.52,581988.0
2024-03-05,AJG,242.42,245.54,241.22,245.35,719782.0
2024-03-06,AJG,245.34,248.82,245.01,248.62,684234.0
2024-03-07,AJG,248.47,250.9,248.26,249.91,682473.0
2024-03-08,AJG,249.43,252.07,249.4025,251.69,943905.0
2024-03-11,AJG,251.4,252.85,250.09,252.71,665082.0
2024-03-12,AJG,252.67,255.52,252.14,254.82,738130.0
2024-03-13,AJG,255.0,255.69,253.11,255.38,603784.0
2024-03-14,AJG,255.0,255.71,253.43,254.91,698419.0
2024-03-15,AJG,251.42,255.52,250.872,253.17,1521432.0
2024-03-18,AJG,251.97,255.39,250.62,253.69,821455.0
2024-03-19,AJG,254.06,255.14,252.46,253.86,930454.0
2024-03-20,AJG,253.97,256.1,253.045,255.87,811987.0
2024-03-21,AJG,255.69,255.69,250.13,250.3,1409089.0
2024-03-22,AJG,251.01,251.39,246.51,246.53,1042344.0
2024-03-25,AJG,246.55,247.2083,245.32,245.58,854892.0
2024-03-26,AJG,245.4,248.055,244.635,246.23,978608.0
2024-03-27,AJG,247.47,248.64,245.84,247.79,874328.0
2024-03-28,AJG,249.0,250.91,247.5,250.04,960721.0
2024-04-01,AJG,249.08,249.8,246.31,247.18,589857.0
2024-04-02,AJG,248.09,248.69,244.8025,245.36,770802.0
2024-04-03,AJG,245.56,247.42,245.2015,245.37,644719.0
2024-04-04,AJG,247.23,247.23,240.06,240.3,1134554.0
2024-04-05,AJG,240.66,245.96,240.33,243.99,690763.0
2024-04-08,AJG,243.7,244.33,242.815,244.16,539236.0
2024-04-09,AJG,244.84,244.95,242.255,244.13,802968.0
2024-04-10,AJG,239.27,241.99,238.92,240.02,1042461.0
2024-04-11,AJG,238.68,240.08,236.7,238.17,886500.0
2024-04-12,AJG,237.46,238.695,234.0,234.58,896508.0
2024-04-15,AJG,237.38,237.44,231.88,232.09,707919.0
2024-04-16,AJG,232.0,233.5939,231.1701,231.43,736146.0
2024-04-17,AJG,232.12,232.51,230.0803,230.52,713995.0
2024-04-18,AJG,233.03,235.97,233.03,233.99,909966.0
2024-04-19,AJG,235.1,236.76,233.84,236.57,875838.0
2024-04-22,AJG,238.36,240.025,237.43,237.52,697274.0
2024-04-23,AJG,238.45,239.12,237.34,237.87,554172.0
2024-04-24,AJG,237.52,238.0,235.57,236.81,591426.0
2024-04-25,AJG,236.32,237.57,234.09,236.95,753773.0
2024-04-26,AJG,236.95,238.7,232.35,234.11,1376269.0
2024-04-29,AJG,233.79,234.32,232.27,233.55,778786.0
2024-04-30,AJG,233.98,235.17,232.58,234.69,608757.0
2024-05-01,AJG,234.47,240.998,234.33,238.8,878845.0
2024-05-02,AJG,238.43,241.57,237.7,238.54,981818.0
2024-05-03,AJG,237.16,239.49,235.09,238.72,535856.0
2024-05-06,AJG,240.44,243.05,238.94,243.01,517488.0
2024-05-07,AJG,244.5,245.09,242.575,245.02,455448.0
2024-05-08,AJG,246.63,247.0099,244.22,245.01,585219.0
2024-05-09,AJG,244.5,248.175,244.35,247.56,746563.0
2024-05-10,AJG,248.44,251.28,248.0,250.82,564032.0
2024-05-13,AJG,250.67,251.9799,249.16,249.5,801199.0
2024-05-14,AJG,249.56,251.09,247.47,250.72,674421.0
2024-05-15,AJG,249.56,253.135,249.4,251.78,589938.0
2024-05-16,AJG,253.0,256.28,251.625,255.52,843770.0
2024-05-17,AJG,257.29,258.195,254.82,257.67,684759.0
2024-05-20,AJG,257.65,258.57,256.34,256.39,677078.0
2024-05-21,AJG,257.34,258.37,255.86,257.84,483625.0
2024-05-22,AJG,257.98,259.345,257.15,257.65,353268.0
2024-05-23,AJG,256.98,257.09,250.42,250.96,688301.0
2024-05-24,AJG,250.89,252.4,250.19,252.06,532764.0
2024-05-28,AJG,250.53,250.53,247.6858,248.33,591311.0
2024-05-29,AJG,247.8,247.9099,245.24,245.32,432052.0
2024-05-30,AJG,244.96,250.27,244.6,249.09,648946.0
2024-05-31,AJG,251.89,253.93,250.71,253.33,1441518.0
2024-06-03,AJG,252.77,254.57,250.51,253.03,646982.0
2024-06-04,AJG,252.06,255.41,251.57,255.22,598786.0
2024-06-05,AJG,255.85,255.85,251.79,253.09,1093710.0
2024-06-06,AJG,253.51,254.1175,250.73,251.64,994377.0
2024-06-07,AJG,250.76,253.86,250.72,253.53,680990.0
2024-06-10,AJG,253.51,255.43,252.22,255.17,916815.0
2024-06-11,AJG,254.96,256.995,253.54,256.12,1142541.0
2024-06-12,AJG,256.77,259.55,253.46,258.88,925964.0
2024-06-13,AJG,258.65,261.1,257.995,260.78,1233434.0
2024-06-14,AJG,261.33,262.5,257.0,258.24,612236.0
2024-06-17,AJG,257.64,262.23,257.285,261.16,730562.0
2024-06-18,AJG,260.78,264.26,260.67,261.87,1067301.0
2024-06-20,AJG,261.48,264.7,261.48,264.66,686748.0
2024-06-21,AJG,264.9,264.9,262.72,264.6,1472070.0
2024-06-24,AJG,264.8,266.28,262.27,265.19,920610.0
2024-06-25,AJG,264.84,266.39,259.41,259.9,1380596.0
2024-06-26,AJG,259.62,259.62,251.42,253.5,1023967.0
2024-06-27,AJG,254.7,260.13,253.37,260.13,1182749.0
2024-06-28,AJG,258.68,261.425,257.99,259.31,1294819.0
2024-07-01,AJG,260.0,261.08,257.58,259.22,572776.0
2024-07-02,AJG,257.91,262.045,257.77,262.0,785777.0
2024-07-03,AJG,261.85,263.62,261.26,262.63,405751.0
2024-07-05,AJG,262.41,265.0,260.83,264.67,671464.0
2024-07-08,AJG,265.0,266.25,263.75,264.54,686683.0
2024-07-09,AJG,264.72,265.7,263.215,263.93,564990.0
2024-07-10,AJG,264.46,268.52,263.5635,267.8,719861.0
2024-07-11,AJG,267.89,270.38,266.175,270.12,560382.0
2024-07-12,AJG,271.52,274.97,270.26,271.05,831305.0
2024-07-15,AJG,271.54,273.36,270.08,270.46,475358.0
2024-07-16,AJG,271.53,273.45,267.51,267.62,688143.0
2024-07-17,AJG,268.35,272.91,267.88,271.85,779339.0
2024-07-18,AJG,271.0,272.33,269.99,270.53,818483.0
2024-07-19,AJG,271.99,272.94,269.26,270.27,582204.0
2024-07-22,AJG,271.42,273.595,270.05,271.76,528437.0
2024-07-23,AJG,273.59,276.38,272.825,273.22,444676.0
2024-07-24,AJG,274.24,276.835,271.845,274.32,1194511.0
2024-07-25,AJG,275.01,277.78,273.9152,273.97,1130649.0
2024-07-26,AJG,269.13,283.9,267.0,283.58,1144808.0
2024-07-29,AJG,280.93,283.6152,278.8,279.37,995015.0
2024-07-30,AJG,280.84,286.0087,280.66,285.0,778518.0
