Date,Ticker,Open,High,Low,Close,Volume
2023-01-09,ABG,184.73,187.93,182.86,184.24,129701.0
2023-01-10,ABG,183.99,189.53,182.22,189.37,161535.0
2023-01-11,ABG,189.42,195.5,189.42,191.97,132719.0
2023-01-12,ABG,193.58,194.405,188.37,193.54,155658.0
2023-01-13,ABG,189.7,191.4792,185.89,189.05,139718.0
2023-01-17,ABG,185.35,188.81,184.19,186.19,132357.0
2023-01-18,ABG,186.86,191.4599,184.17,184.34,104772.0
2023-01-19,ABG,182.89,184.07,178.87,184.04,144994.0
2023-01-20,ABG,185.62,190.03,184.925,189.96,97623.0
2023-01-23,ABG,190.99,192.24,188.77,191.84,94657.0
2023-01-24,ABG,189.88,191.86,188.68,189.04,93771.0
2023-01-25,ABG,187.15,194.48,186.56,193.64,158473.0
2023-01-26,ABG,195.0,202.72,195.0,200.63,342281.0
2023-01-27,ABG,204.85,217.31,201.98,214.84,445512.0
2023-01-30,ABG,211.75,219.92,211.75,214.18,245382.0
2023-01-31,ABG,215.47,223.285,215.47,220.0,396040.0
2023-02-01,ABG,219.37,234.005,219.37,231.64,359823.0
2023-02-02,ABG,235.84,253.67,234.6701,241.71,1012718.0
2023-02-03,ABG,237.45,251.76,236.9,243.13,464313.0
2023-02-06,ABG,242.95,244.155,234.6137,236.0,298072.0
2023-02-07,ABG,234.29,236.0,229.095,235.92,323851.0
2023-02-08,ABG,233.78,237.06,231.99,232.32,175794.0
2023-02-09,ABG,234.12,236.06,230.36,231.45,179594.0
2023-02-10,ABG,228.99,233.18,227.22,231.51,187235.0
2023-02-13,ABG,230.59,232.87,229.25,232.24,152051.0
2023-02-14,ABG,231.73,234.99,230.2098,233.19,186247.0
2023-02-15,ABG,228.67,234.41,227.57,234.12,255980.0
2023-02-16,ABG,229.7,235.28,226.6,233.51,211934.0
2023-02-17,ABG,235.72,242.93,232.7,241.52,416938.0
2023-02-21,ABG,240.38,240.38,222.02,223.29,240227.0
2023-02-22,ABG,223.45,231.76,223.45,228.98,276419.0
2023-02-23,ABG,229.81,230.95,225.8,229.39,176656.0
2023-02-24,ABG,224.7,225.21,219.255,221.24,248334.0
2023-02-27,ABG,224.03,227.11,223.64,227.0,192881.0
2023-02-28,ABG,227.19,230.8699,226.48,227.1,225676.0
2023-03-01,ABG,225.54,233.12,225.5,232.85,205744.0
2023-03-02,ABG,230.88,233.95,229.46,232.75,120744.0
2023-03-03,ABG,234.55,241.3,233.81,238.02,381245.0
2023-03-06,ABG,236.31,240.5,233.095,235.44,281757.0
2023-03-07,ABG,235.25,240.95,234.8,235.48,169539.0
2023-03-08,ABG,236.21,239.915,234.34,234.7,174521.0
2023-03-09,ABG,235.34,237.42,231.61,234.74,292323.0
2023-03-10,ABG,232.49,232.49,223.365,225.24,287503.0
2023-03-13,ABG,218.81,219.98,207.19,207.47,544279.0
2023-03-14,ABG,214.05,216.46,198.9901,201.6,340624.0
2023-03-15,ABG,194.2,199.42,189.065,199.29,353353.0
2023-03-16,ABG,195.17,203.13,193.88,202.94,324381.0
2023-03-17,ABG,200.88,200.88,190.76,196.04,693033.0
2023-03-20,ABG,198.96,205.92,197.49,200.24,222419.0
2023-03-21,ABG,206.49,210.29,203.3,204.25,204837.0
2023-03-22,ABG,204.63,206.39,198.75,198.76,163983.0
2023-03-23,ABG,199.99,202.52,195.0,197.96,243772.0
2023-03-24,ABG,195.61,199.1,191.09,198.36,138384.0
2023-03-27,ABG,201.34,201.34,197.89,198.54,170390.0
2023-03-28,ABG,198.36,201.52,196.32,199.39,194568.0
2023-03-29,ABG,200.51,200.51,196.905,199.65,316643.0
2023-03-30,ABG,203.12,207.86,201.58,206.46,208190.0
2023-03-31,ABG,208.54,210.7774,208.43,210.0,182892.0
2023-04-03,ABG,209.99,211.69,206.01,209.98,187098.0
2023-04-04,ABG,211.46,211.46,200.73,203.46,256655.0
2023-04-05,ABG,200.8,201.0,192.5,194.67,192021.0
2023-04-06,ABG,194.85,197.565,192.975,193.54,159964.0
2023-04-10,ABG,193.14,200.195,191.56,196.46,154736.0
2023-04-11,ABG,199.97,206.0,199.36,205.36,269047.0
2023-04-12,ABG,207.83,207.945,200.21,203.77,184848.0
2023-04-13,ABG,206.05,207.36,202.71,205.27,166813.0
2023-04-14,ABG,206.81,210.07,204.86,208.27,153400.0
2023-04-17,ABG,208.5,209.705,200.96,204.63,155500.0
2023-04-18,ABG,206.21,210.76,204.0,208.08,212049.0
2023-04-19,ABG,204.82,208.01,200.88,206.3,164648.0
2023-04-20,ABG,203.6,207.33,201.36,204.88,224547.0
2023-04-21,ABG,204.28,204.39,201.0,203.93,178713.0
2023-04-24,ABG,203.19,209.03,203.19,206.87,331005.0
2023-04-25,ABG,205.88,205.88,186.34,187.64,563247.0
2023-04-26,ABG,186.12,193.92,184.79,186.03,380066.0
2023-04-27,ABG,185.2,194.22,184.03,193.19,250244.0
2023-04-28,ABG,191.93,197.27,191.61,193.46,198376.0
2023-05-01,ABG,194.77,200.62,194.6,198.33,254004.0
2023-05-02,ABG,196.43,196.77,190.15,196.07,255222.0
2023-05-03,ABG,195.7,198.5,190.84,191.82,290338.0
2023-05-04,ABG,189.98,191.23,186.72,189.41,228268.0
2023-05-05,ABG,192.5,198.56,191.745,196.93,234215.0
2023-05-08,ABG,198.0,204.76,196.49,201.88,265640.0
2023-05-09,ABG,199.9,205.06,198.43,202.07,207755.0
2023-05-10,ABG,206.25,208.47,203.1,204.18,191900.0
2023-05-11,ABG,201.55,205.54,201.4,203.61,206078.0
2023-05-12,ABG,205.35,205.47,198.25,199.47,251126.0
2023-05-15,ABG,199.91,204.47,196.41,202.06,249868.0
2023-05-16,ABG,198.57,201.42,195.5,197.53,280853.0
2023-05-17,ABG,199.69,207.275,196.59,205.67,235925.0
2023-05-18,ABG,205.22,208.965,204.2,208.76,111253.0
2023-05-19,ABG,209.86,209.86,203.82,204.23,184350.0
2023-05-22,ABG,205.57,206.24,202.08,204.35,141372.0
2023-05-23,ABG,203.45,210.66,202.21,206.4,202819.0
2023-05-24,ABG,206.69,206.69,201.77,203.05,113990.0
2023-05-25,ABG,203.06,205.65,197.53,201.04,113236.0
2023-05-26,ABG,210.04,214.07,206.085,212.6,169034.0
2023-05-30,ABG,214.66,214.66,213.47,213.48,924.0
2023-05-31,ABG,212.23,214.895,207.32,209.11,474179.0
2023-06-01,ABG,208.62,208.69,204.88,204.89,189629.0
2023-06-02,ABG,207.89,220.0,207.39,218.49,193255.0
2023-06-05,ABG,215.62,216.78,208.44,210.96,150599.0
2023-06-06,ABG,211.68,221.58,211.68,220.16,225296.0
2023-06-07,ABG,223.41,230.905,222.285,230.1,297254.0
2023-06-08,ABG,228.93,231.49,225.78,230.9,133782.0
2023-06-09,ABG,232.53,232.53,224.82,226.26,121447.0
2023-06-12,ABG,224.5,228.98,223.33,226.73,202367.0
2023-06-13,ABG,228.34,234.54,226.91,227.85,303335.0
2023-06-14,ABG,227.95,230.06,219.5,221.84,289628.0
2023-06-15,ABG,220.28,228.93,220.19,228.76,183012.0
2023-06-16,ABG,230.2,230.2,219.375,221.79,791634.0
2023-06-20,ABG,221.97,226.16,220.7,224.47,209729.0
2023-06-21,ABG,225.09,229.195,222.8675,226.48,143509.0
2023-06-22,ABG,225.99,229.99,222.53,229.89,106577.0
2023-06-23,ABG,227.58,232.0,226.3801,228.36,362824.0
2023-06-26,ABG,228.17,234.98,228.17,229.0,146730.0
2023-06-27,ABG,229.0,238.1368,228.67,235.9,112712.0
2023-06-28,ABG,234.44,242.99,234.44,240.99,178171.0
2023-06-29,ABG,240.76,246.69,239.93,240.68,192894.0
2023-06-30,ABG,241.59,244.29,236.95,240.42,166291.0
2023-07-03,ABG,238.56,245.52,236.585,239.09,103023.0
2023-07-05,ABG,238.69,242.61,237.705,241.65,177676.0
2023-07-06,ABG,238.36,241.935,235.5,236.63,117337.0
2023-07-07,ABG,238.97,245.245,238.97,243.68,173147.0
2023-07-10,ABG,242.75,248.0,241.1,243.11,351129.0
2023-07-11,ABG,245.87,256.39,245.27,250.85,239816.0
2023-07-12,ABG,255.05,255.05,249.02,251.19,225831.0
2023-07-13,ABG,251.51,254.0,248.025,248.3,283183.0
2023-07-14,ABG,247.65,247.8,240.93,243.26,192555.0
2023-07-17,ABG,242.66,246.92,240.88,244.23,140380.0
2023-07-18,ABG,244.43,248.705,244.43,247.42,137504.0
2023-07-19,ABG,250.28,250.85,245.38,249.98,192663.0
2023-07-20,ABG,250.58,251.85,241.17,243.08,189413.0
2023-07-21,ABG,245.14,245.14,231.225,232.37,286154.0
2023-07-24,ABG,231.89,235.21,228.06,232.94,209059.0
2023-07-25,ABG,230.0,234.9,217.29,218.31,401936.0
2023-07-26,ABG,219.25,225.07,218.125,221.91,285119.0
2023-07-27,ABG,224.3,224.55,218.53,221.17,180005.0
2023-07-28,ABG,224.28,224.28,216.22,219.99,145075.0
2023-07-31,ABG,220.61,226.92,219.175,225.6,217945.0
2023-08-01,ABG,221.85,226.97,218.405,225.46,139802.0
2023-08-02,ABG,222.5,226.75,222.5,225.17,112848.0
2023-08-03,ABG,225.72,225.72,221.98,224.43,171256.0
2023-08-04,ABG,223.64,224.19,219.84,221.43,129725.0
2023-08-07,ABG,220.56,226.16,220.235,225.69,116399.0
2023-08-08,ABG,221.22,221.71,218.38,219.59,107267.0
2023-08-09,ABG,220.9,223.42,218.285,223.21,145489.0
2023-08-10,ABG,224.4,226.63,219.89,221.45,138439.0
2023-08-11,ABG,219.41,227.01,218.64,226.09,101985.0
2023-08-14,ABG,224.06,229.52,222.44,229.3,140891.0
2023-08-15,ABG,227.88,228.25,222.33,223.19,120853.0
2023-08-16,ABG,222.41,225.95,218.64,219.32,119943.0
2023-08-17,ABG,220.25,222.99,218.47,218.61,123233.0
2023-08-18,ABG,216.43,222.44,215.4998,221.37,100389.0
2023-08-21,ABG,220.7,223.14,218.0301,219.87,104989.0
2023-08-22,ABG,218.94,221.135,217.96,219.06,115777.0
2023-08-23,ABG,217.63,222.48,216.17,222.27,125469.0
2023-08-24,ABG,220.59,220.59,216.94,217.57,112985.0
2023-08-25,ABG,219.15,220.82,214.49,218.7,102429.0
2023-08-28,ABG,220.2,223.82,219.84,221.72,101684.0
2023-08-29,ABG,222.53,225.92,220.3006,225.6,101535.0
2023-08-30,ABG,223.93,229.35,223.86,229.0,143779.0
2023-08-31,ABG,229.57,231.58,228.885,230.0,165196.0
2023-09-01,ABG,232.11,234.1,231.7601,233.48,108070.0
2023-09-05,ABG,231.31,232.13,225.875,227.47,188168.0
2023-09-06,ABG,226.71,230.0,224.2,225.24,135256.0
2023-09-07,ABG,224.32,226.165,218.81,219.2,147114.0
2023-09-08,ABG,218.79,226.27,218.3,222.27,133831.0
2023-09-11,ABG,225.58,225.58,220.94,221.04,121483.0
2023-09-12,ABG,220.34,223.86,218.77,222.61,153388.0
2023-09-13,ABG,222.61,223.11,218.35,220.58,144090.0
2023-09-14,ABG,222.46,234.56,222.46,234.19,266082.0
2023-09-15,ABG,233.55,235.0,222.98,225.13,812846.0
2023-09-18,ABG,226.19,230.4,225.49,225.92,140625.0
2023-09-19,ABG,227.0,228.02,224.21,224.97,138981.0
2023-09-20,ABG,225.73,228.5125,225.73,226.55,162514.0
2023-09-21,ABG,224.49,228.54,222.5,225.23,137386.0
2023-09-22,ABG,227.64,231.46,222.195,223.0,260692.0
2023-09-25,ABG,221.83,227.4675,221.83,223.69,134335.0
2023-09-26,ABG,221.53,225.25,220.975,221.56,113929.0
2023-09-27,ABG,221.56,228.35,221.56,225.47,97042.0
2023-09-28,ABG,218.34,230.45,218.34,229.19,182308.0
2023-09-29,ABG,231.57,232.3,228.71,230.07,224791.0
2023-10-02,ABG,230.41,232.895,216.875,218.85,175304.0
2023-10-03,ABG,217.73,218.86,213.84,214.07,111278.0
2023-10-04,ABG,212.69,217.0999,211.745,214.32,75271.0
2023-10-05,ABG,212.63,214.85,207.96,207.99,129505.0
2023-10-06,ABG,206.8,214.845,206.8,210.88,159225.0
2023-10-09,ABG,209.73,218.82,208.57,217.09,177342.0
2023-10-10,ABG,217.52,222.84,217.52,221.52,97859.0
2023-10-11,ABG,221.51,223.08,216.74,218.07,124213.0
2023-10-12,ABG,217.63,217.63,207.83,212.69,134101.0
2023-10-13,ABG,212.42,216.355,210.05,212.4,204670.0
2023-10-16,ABG,215.79,219.0,214.95,216.18,80930.0
2023-10-17,ABG,215.0,222.08,215.0,216.49,113890.0
2023-10-18,ABG,214.48,215.185,212.29,212.83,116768.0
2023-10-19,ABG,211.72,213.68,206.1,207.05,153103.0
2023-10-20,ABG,207.47,208.56,204.23,204.71,145198.0
2023-10-23,ABG,203.61,205.0,198.88,199.16,167976.0
2023-10-24,ABG,187.24,194.695,182.65,186.52,436645.0
2023-10-25,ABG,183.49,185.705,178.395,184.92,221387.0
2023-10-26,ABG,186.14,192.885,186.14,189.04,230314.0
2023-10-27,ABG,189.65,190.3476,185.13,186.56,193692.0
2023-10-30,ABG,189.71,190.15,184.47,186.07,184882.0
2023-10-31,ABG,192.04,193.73,189.25,191.37,167002.0
2023-11-01,ABG,189.32,196.88,186.29,196.34,193172.0
2023-11-02,ABG,199.67,201.79,198.695,201.77,159757.0
2023-11-03,ABG,205.53,213.83,205.53,210.02,163355.0
2023-11-06,ABG,208.15,208.15,201.92,204.29,103988.0
2023-11-07,ABG,203.93,203.93,199.99,202.66,98229.0
2023-11-08,ABG,201.79,204.355,199.94,201.47,77501.0
2023-11-09,ABG,204.78,204.78,198.5,198.56,169934.0
2023-11-10,ABG,199.73,202.95,198.37,201.62,95695.0
2023-11-13,ABG,199.84,204.41,199.8,203.7,77581.0
2023-11-14,ABG,210.84,221.315,210.84,218.58,133101.0
2023-11-15,ABG,218.98,225.96,218.98,222.74,142116.0
2023-11-16,ABG,220.29,221.355,202.455,204.99,224563.0
2023-11-17,ABG,208.86,211.495,206.74,209.67,140692.0
2023-11-20,ABG,208.2,212.32,207.02,212.19,73702.0
2023-11-21,ABG,210.01,210.03,204.67,205.7,107641.0
2023-11-22,ABG,206.55,207.54,205.0,207.07,108576.0
2023-11-24,ABG,207.0,210.09,206.68,209.76,50198.0
2023-11-27,ABG,208.03,209.69,207.43,207.53,169084.0
2023-11-28,ABG,208.8,211.94,206.39,209.18,112820.0
2023-11-29,ABG,212.31,215.29,208.9,209.29,113960.0
2023-11-30,ABG,210.51,212.39,204.69,209.82,141747.0
2023-12-01,ABG,209.31,218.01,208.32,217.61,117961.0
2023-12-04,ABG,217.4,222.72,216.75,222.71,146607.0
2023-12-05,ABG,220.07,222.14,215.31,217.22,196838.0
2023-12-06,ABG,219.87,223.75,214.48,214.62,92708.0
2023-12-07,ABG,215.07,215.88,213.01,215.81,91399.0
2023-12-08,ABG,215.84,218.32,213.51,215.21,62982.0
2023-12-11,ABG,215.06,218.68,213.27,216.5,78517.0
2023-12-12,ABG,215.63,217.15,211.03,211.2,124497.0
2023-12-13,ABG,211.0,222.78,208.415,221.75,211328.0
2023-12-14,ABG,227.65,238.28,227.65,234.34,278634.0
2023-12-15,ABG,236.45,237.39,229.515,233.17,424484.0
2023-12-18,ABG,233.15,234.72,221.41,223.06,342660.0
2023-12-19,ABG,225.48,227.445,222.665,225.55,345979.0
2023-12-20,ABG,225.66,227.8299,220.615,221.79,195431.0
2023-12-21,ABG,227.46,227.59,224.14,226.28,152314.0
2023-12-22,ABG,226.37,228.56,224.09,224.18,139883.0
2023-12-26,ABG,224.81,225.67,222.83,223.33,166605.0
2023-12-27,ABG,224.43,226.72,221.53,223.99,160503.0
2023-12-28,ABG,223.45,228.04,222.52,227.48,139722.0
2023-12-29,ABG,226.6,226.6,222.82,224.97,126273.0
2024-01-02,ABG,222.98,225.63,220.64,222.84,165571.0
2024-01-03,ABG,220.0,220.01,208.0,208.67,180117.0
2024-01-04,ABG,209.85,209.85,205.94,207.0,119394.0
2024-01-05,ABG,205.33,209.9799,204.375,205.54,106022.0
2024-01-08,ABG,205.79,209.1,204.28,208.75,107580.0
2024-01-09,ABG,205.05,209.06,204.29,209.05,93680.0
2024-01-10,ABG,208.34,210.65,207.155,210.44,101382.0
2024-01-11,ABG,209.41,209.57,205.0,209.5,87702.0
2024-01-12,ABG,211.85,212.24,200.1,202.23,148520.0
2024-01-16,ABG,200.28,205.335,198.23,202.59,160629.0
2024-01-17,ABG,199.38,203.74,199.38,202.54,89048.0
2024-01-18,ABG,204.69,205.11,201.36,203.4,90096.0
2024-01-19,ABG,204.25,206.79,201.11,204.46,102241.0
2024-01-22,ABG,206.31,209.325,204.76,207.57,127705.0
2024-01-23,ABG,211.14,211.14,206.13,207.75,161464.0
2024-01-24,ABG,210.0,210.0,203.13,205.07,176863.0
2024-01-25,ABG,208.99,211.8,205.37,211.59,233077.0
2024-01-26,ABG,214.17,215.35,211.38,213.92,140438.0
2024-01-29,ABG,213.92,220.07,212.925,219.68,118987.0
2024-01-30,ABG,218.11,221.85,217.86,218.36,110279.0
2024-01-31,ABG,214.95,219.1,208.65,209.06,225329.0
2024-02-01,ABG,210.77,214.82,209.75,213.67,192611.0
2024-02-02,ABG,209.96,215.81,207.37,213.27,157859.0
2024-02-05,ABG,209.28,213.57,207.61,210.8,123347.0
2024-02-06,ABG,210.8,211.665,209.07,209.8,97873.0
2024-02-07,ABG,211.07,211.88,207.2,210.74,252441.0
2024-02-08,ABG,200.0,215.0,195.09,206.79,373327.0
2024-02-09,ABG,205.71,217.315,203.555,215.92,290879.0
2024-02-12,ABG,217.04,225.96,217.04,222.4,216303.0
2024-02-13,ABG,215.11,221.43,212.02,218.35,357531.0
2024-02-14,ABG,218.89,222.2,213.54,221.01,251062.0
2024-02-15,ABG,221.34,223.5,220.361,221.34,151513.0
2024-02-16,ABG,218.59,220.665,216.26,216.89,168892.0
2024-02-20,ABG,212.2,214.1,207.585,208.18,158955.0
2024-02-21,ABG,207.5,210.995,205.99,208.79,150937.0
2024-02-22,ABG,209.85,211.99,208.13,211.91,113480.0
2024-02-23,ABG,211.91,216.55,210.8734,214.62,92367.0
2024-02-26,ABG,212.89,215.86,210.38,211.13,139160.0
2024-02-27,ABG,213.53,215.855,211.48,212.0,194918.0
2024-02-28,ABG,209.6,211.875,207.98,208.29,159731.0
2024-02-29,ABG,212.09,212.09,208.04,208.83,302736.0
2024-03-01,ABG,209.99,211.05,207.205,209.8,195561.0
2024-03-04,ABG,208.95,211.2307,205.5,205.5,169099.0
2024-03-05,ABG,204.08,208.435,203.75,205.27,128860.0
2024-03-06,ABG,206.88,209.09,204.595,206.42,232250.0
2024-03-07,ABG,206.84,210.69,206.81,210.15,162272.0
2024-03-08,ABG,213.2,217.47,209.54,209.7,140637.0
2024-03-11,ABG,208.72,210.61,206.25,210.52,193075.0
2024-03-12,ABG,210.03,211.61,207.8989,210.87,106124.0
2024-03-13,ABG,210.34,214.34,209.755,210.43,175788.0
2024-03-14,ABG,208.49,210.28,202.98,204.7,302403.0
2024-03-15,ABG,204.03,210.65,204.03,210.0,323758.0
2024-03-18,ABG,211.09,211.27,208.06,208.27,130912.0
2024-03-19,ABG,208.47,210.335,208.05,209.21,127905.0
2024-03-20,ABG,208.04,218.96,208.04,218.61,181414.0
2024-03-21,ABG,219.99,226.92,217.4,224.59,186742.0
2024-03-22,ABG,224.56,225.49,221.68,224.01,159085.0
2024-03-25,ABG,224.0,225.76,222.02,222.63,82599.0
2024-03-26,ABG,225.36,226.9,223.2,225.54,122880.0
2024-03-27,ABG,228.3,234.34,227.03,233.73,129733.0
2024-03-28,ABG,234.81,236.605,233.96,235.78,183368.0
2024-04-01,ABG,235.78,235.78,232.51,234.35,233890.0
2024-04-02,ABG,230.97,230.97,224.27,226.36,212947.0
2024-04-03,ABG,224.53,227.475,224.06,225.64,126163.0
2024-04-04,ABG,229.06,229.06,221.89,222.56,98080.0
2024-04-05,ABG,221.47,224.61,220.68,224.06,140090.0
2024-04-08,ABG,225.99,227.555,224.66,224.82,75395.0
2024-04-09,ABG,224.82,230.8,224.82,229.98,153909.0
2024-04-10,ABG,225.15,226.36,217.88,220.04,208202.0
2024-04-11,ABG,218.19,220.73,215.69,220.38,147080.0
2024-04-12,ABG,220.19,220.19,216.595,217.51,182018.0
2024-04-15,ABG,218.25,220.14,214.54,215.12,180653.0
2024-04-16,ABG,214.16,217.87,211.88,216.4,107023.0
2024-04-17,ABG,218.24,218.25,211.58,211.87,137939.0
2024-04-18,ABG,212.91,216.23,211.1,211.49,131565.0
2024-04-19,ABG,210.92,215.46,210.49,215.12,153158.0
2024-04-22,ABG,215.08,218.81,214.5,216.86,149981.0
2024-04-23,ABG,218.23,223.035,217.67,222.19,149304.0
2024-04-24,ABG,220.26,225.5,219.63,221.54,162746.0
2024-04-25,ABG,217.37,218.47,206.62,217.12,319013.0
2024-04-26,ABG,217.12,226.47,217.12,221.97,168452.0
2024-04-29,ABG,222.51,222.51,217.75,218.47,135473.0
2024-04-30,ABG,215.67,216.27,210.09,210.24,152723.0
2024-05-01,ABG,211.54,215.605,209.81,210.64,182699.0
2024-05-02,ABG,212.18,213.45,208.41,208.45,204056.0
2024-05-03,ABG,211.91,215.16,211.03,213.75,199596.0
2024-05-06,ABG,216.42,221.7,216.42,221.6,146705.0
2024-05-07,ABG,221.73,223.7662,219.3,219.3,131863.0
2024-05-08,ABG,217.22,222.29,217.22,221.69,228659.0
2024-05-09,ABG,221.01,226.63,220.31,226.28,122899.0
2024-05-10,ABG,226.82,226.825,221.58,224.82,133892.0
2024-05-13,ABG,227.42,235.68,227.42,234.85,218051.0
2024-05-14,ABG,240.87,244.69,239.76,242.99,287084.0
2024-05-15,ABG,245.09,245.09,236.97,239.73,143172.0
2024-05-16,ABG,243.52,245.145,238.97,243.88,186490.0
2024-05-17,ABG,243.57,244.7,240.63,241.13,164401.0
2024-05-20,ABG,240.14,242.0,238.55,239.01,125931.0
2024-05-21,ABG,238.02,240.51,236.97,240.0,161345.0
2024-05-22,ABG,238.59,240.6,234.66,234.76,133252.0
2024-05-23,ABG,235.02,235.02,227.14,228.08,121888.0
2024-05-24,ABG,230.13,231.61,229.6,231.3,66816.0
2024-05-28,ABG,232.22,234.75,231.4,232.44,133285.0
2024-05-29,ABG,228.31,230.23,226.94,227.39,125477.0
2024-05-30,ABG,227.96,233.99,227.84,233.61,120209.0
2024-05-31,ABG,235.41,237.12,232.8,235.07,151543.0
2024-06-03,ABG,239.59,243.855,237.4575,242.73,184292.0
2024-06-04,ABG,240.51,241.77,236.12,237.73,158060.0
2024-06-05,ABG,237.89,238.0,233.55,236.73,125930.0
2024-06-06,ABG,234.42,237.42,234.42,235.43,96478.0
2024-06-07,ABG,235.5,236.32,234.06,234.22,115448.0
2024-06-10,ABG,227.05,232.21,225.34,231.46,167612.0
2024-06-11,ABG,229.37,231.77,225.49,230.31,198847.0
2024-06-12,ABG,238.15,243.875,234.02,234.54,121982.0
2024-06-13,ABG,232.7,234.76,230.04,233.36,107731.0
2024-06-14,ABG,229.6,231.37,225.96,229.93,193198.0
2024-06-17,ABG,228.77,235.76,228.48,235.75,92351.0
2024-06-18,ABG,234.91,236.36,232.58,233.12,91458.0
2024-06-20,ABG,231.16,233.34,226.91,228.22,259444.0
2024-06-21,ABG,228.22,231.05,226.9,228.65,515967.0
2024-06-24,ABG,229.84,234.8,228.46,229.76,166460.0
2024-06-25,ABG,228.23,228.64,223.04,223.66,274996.0
2024-06-26,ABG,222.29,225.86,221.56,222.09,201309.0
2024-06-27,ABG,222.24,226.33,221.74,226.14,208706.0
2024-06-28,ABG,227.82,230.64,227.05,227.87,287408.0
2024-07-01,ABG,228.04,230.02,225.42,228.24,186163.0
2024-07-02,ABG,229.09,230.65,227.14,227.31,162218.0
2024-07-03,ABG,229.19,229.19,225.45,225.61,118437.0
2024-07-05,ABG,224.68,225.69,222.9,224.76,162914.0
2024-07-08,ABG,227.17,230.58,226.0,227.27,157720.0
2024-07-09,ABG,225.12,226.305,222.35,222.6,202561.0
2024-07-10,ABG,224.24,228.56,224.24,227.28,159241.0
2024-07-11,ABG,234.09,244.48,234.09,243.55,197527.0
2024-07-12,ABG,245.0,250.1471,244.79,247.98,168600.0
2024-07-15,ABG,247.74,255.32,245.76,249.61,201737.0
2024-07-16,ABG,254.51,259.67,252.94,259.62,215086.0
2024-07-17,ABG,256.23,258.005,254.7,255.84,169702.0
2024-07-18,ABG,254.0,258.685,250.47,250.91,158158.0
2024-07-19,ABG,250.93,251.54,244.38,245.86,159572.0
2024-07-22,ABG,246.36,252.01,243.515,251.93,141732.0
2024-07-23,ABG,251.05,251.38,245.74,247.38,155467.0
2024-07-24,ABG,247.25,254.02,244.505,245.02,216326.0
2024-07-25,ABG,245.48,253.15,245.095,249.45,139148.0
2024-07-26,ABG,252.2,255.625,249.44,254.21,165731.0
2024-07-29,ABG,254.97,257.71,253.5,255.6,92086.0
2024-07-30,ABG,256.38,258.68,254.68,257.19,127445.0
2024-07-31,ABG,256.55,277.13,255.65,269.22,401080.0
2024-08-01,ABG,271.59,273.58,259.47,263.43,227127.0
2024-08-02,ABG,239.76,242.425,228.21,235.35,324532.0
2024-08-05,ABG,220.82,235.25,220.0,230.17,285060.0
